site,date,plot,grass,forb,forb_inv,woody,woody_inv,bare,water,canopy,height,type,disturbance,sedge_rush,pepperweed,multiflora,glossy_buckthorn,purple_loosestrife,bull_thistle,wild_chervil,cypress_suprge,milkweed,bittersweet,swallow_wort,bedstraws,garlic_mustard,marsh_pea,rcg,common reed,winter_bittercress
drainage,6/8/22,15,100,10,0,0,0,0,,0,78,pasture,grazed,1,,,,,,,,,,,,,,,,
drainage,6/8/22,16,90,60,0,0,0,0,,0,71,pasture,grazed,,,,,,,,,,,,,,,,,
drainage,6/8/22,17,100,15,0,0,0,0,,0,61,pasture,grazed,,,,,,,,,,,,,,,,,
drainage,6/8/22,18,100,5,0,0,0,0,,0,45,pasture,grazed,,,,,,,,,,,,,,,,,
drainage,6/8/22,19,90,10,0,0,0,10,,0,57,pasture,grazed,,,,,,,,,,,,,,,,,
drainage,6/8/22,20,95,15,0,0,0,0,,0,60,pasture,grazed,,,,,,,,,,,,1,,,,,
bull,6/20/22,1,85,25,0,0,0,0,,0,140,pasture,,2,,,,,,,,,,,,,,,1,
bull,6/20/22,2,100,15,0,0,0,0,,0,140,pasture,,1,,,,,,,,,,,,,,,,
bull,6/20/22,3,100,5,1,0,0,0,,0,140,pasture,,2,,,,1,,,,,,,,,,1,,
bull,6/20/22,4,100,10,10,0,0,0,,0,98,pasture,,1,,1,,2,,,,,,,,,,,,
bull,6/20/22,5,60,10,5,0,0,0,,0,115,pasture,,1,,,,2,,,,,,,,,,,,
bull,6/20/22,6,100,10,5,0,0,0,,0,100,pasture,,1,,,,1,,,,,,,,,,,,
bull,6/20/22,7,100,25,20,0,0,0,,0,99,pasture,,2,,,,2,,,,,,,1,,,,,
bull,6/20/22,8,90,40,5,0,0,0,,0,95,semi_wet,,2,,,,1,,,,,,,,,,,,
bull,6/20/22,9,100,15,15,0,0,0,,0,120,semi_wet,,2,,,,1,,,,,,,,,,,,
bull,6/20/22,10,100,10,10,0,0,0,,0,140,semi_wet,,2,,,,2,,,,,,,,,,2,,
bull,6/20/22,11,100,15,15,0,0,0,,0,85,semi_wet,,,,,,2,,,,,,,,,,,,
bull,6/20/22,12,100,1,1,0,0,0,,0,190,semi_wet,,2,,,,1,,,,,,,,,,2,,
bull,6/20/22,13,100,10,8,0,0,0,,0,150,semi_wet,,2,,,,2,,,,,,,1,,,2,,
bull,6/20/22,14,100,0,0,0,0,0,5,0,190,wet,,,,,,,,,,,,,,,,2,,
bull,6/20/22,15,100,0,0,0,0,0,10,0,200,wet,,,,,,,,,,,,,,,,2,,
bull,6/20/22,16,100,0,0,0,0,0,10,0,210,wet,,,,,,,,,,,,,,,,2,,
bull,6/20/22,17,100,0,0,0,0,0,10,0,230,wet,,,,,,,,,,,,,,,,2,,
bull,6/20/22,18,80,0,0,0,0,0,20,0,150,wet,,,,,,,,,,,,,,,,2,,
bull,6/20/22,19,100,0,0,0,0,0,,0,180,semi_wet,,,,,,,,,,,,,,,,2,,
bull,6/20/22,20,100,5,0,0,0,0,,0,140,pasture,,1,,,,,,,,,,,1,,,2,,
horse,2022,1,70,55,0,0,0,0,,0,115,pasture,,,,,,,,,,,,,,,,,,
horse,2022,2,90,30,0,0,0,0,,0,127,pasture,,,,,,,,,,,,,,,,,,
horse,2022,3,90,60,0,0,0,0,,0,111,pasture,,,,,,,,,,2,,,,,,,,
horse,2022,4,80,75,0,0,0,0,,0,120,pasture,,,,,,,,,,2,,,,,,,,
horse,2022,5,70,90,0,0,0,0,,0,126,pasture,,,,,,,,,,,,,,,,,,
horse,2022,6,50,90,0,0,0,0,,0,123,pasture,,,,,,,,,,2,,,,,,,,
horse,2022,7,50,90,0,0,0,0,,0,118,pasture,,,,,,,,,,1,,,,,,,,
horse,2022,8,80,60,0,0,0,0,,0,121,pasture,,,,,,,,,,1,,,,,,,,
horse,2022,9,95,20,0,0,0,0,,0,112,pasture,,,,,,,,,,1,,,,,,,,
horse,2022,10,80,60,0,0,0,0,,0,99,pasture,,,,,,,,,,1,,,,,,,,
horse,2022,11,80,80,0,0,0,0,,0,89,pasture,,1,,,,,,,,,,,,,,,,
horse,2022,12,90,40,0,0,0,0,,0,88,pasture,,1,,,,,,,,,,,,,,,,
horse,2022,13,100,0,0,0,0,5,,0,155,pasture,,1,,,,,,,,,,,,,,,,
horse,2022,14,100,0,0,0,0,0,,0,171,pasture,,,,,,,,,,,,,,,,,,
horse,2022,15,100,10,0,0,0,0,,0,147,pasture,,,,,,,,,,,,,,,,,,
horse,2022,16,90,80,0,0,0,0,,0,174,pasture,,,,,,,,,,,,,,,,,,
horse,2022,17,90,75,0,0,0,0,,0,79,pasture,,,,,,,,,,,,,,,,,,
horse,2022,18,95,30,0,0,0,0,,0,121,pasture,,,,,,,,,,,,,,,,,,
horse,2022,19,85,50,0,0,0,10,,0,123,pasture,,,,,,,,,,,,,,,,,,
horse,2022,20,90,10,0,0,0,20,,0,113,pasture,,,,,,,,,,,,,,,,,,
jimmys,6/15/22,1,90,15,0,0,0,0,,0,125,semi_wet,,1,,,,,,,,,,,1,,,,,
jimmys,6/15/22,2,90,15,1,0,0,0,,0,91,pasture,,,,,,1,,,,,,,,,,,,
jimmys,6/15/22,3,90,5,0,0,0,0,,0,117,pasture,,,,,,,,,,,,,,,,2,,
jimmys,6/15/22,4,90,30,0,0,0,0,,0,114,pasture,,,,,,,,,,,,,,,,2,,
jimmys,6/15/22,5,90,10,0,5,0,0,,0,93,pasture,,,,,,,,,,,,,,,,,,
jimmys,6/15/22,6,90,30,0,0,0,0,,0,101,pasture,,,,,,,,,,,,,,,,,,
jimmys,6/15/22,7,85,20,0,0,0,0,,0,99,pasture,,,,,,,,,,,,,,,,,,
jimmys,6/15/22,8,100,15,0,0,0,0,,0,151,pasture,,,,,,,,,,,,,,,,,,
jimmys,6/15/22,9,90,20,0,0,0,0,,0,114,pasture,,,,,,,,,,,,,,,,,,
jimmys,6/15/22,10,75,40,0,0,0,0,,0,87,pasture,,,,,,,,,,,,,,,,,,
jimmys,6/15/22,11,80,25,0,0,0,0,,0,119,pasture,,,,,,,,,,,,,,,,,,
jimmys,6/15/22,12,90,20,0,0,0,0,,0,96,pasture,,,,,,,,,,,,,,,,,,
jimmys,6/15/22,13,100,15,0,0,0,0,,0,105,pasture,,,,,,,,,,,,,,,,,,
jimmys,6/15/22,14,100,10,10,0,0,0,,0,76,pasture,,,,,,,,,,,1,,,,,,,
jimmys,6/15/22,15,70,30,0,0,0,0,,15,89,pasture,,,,,,,,,,,,,,,,,,
jimmys_wet_meadow,6/15/22,1,80,75,0,20,0,0,,10,141,woody,,,,,,,,,,,,,,,,,,
jimmys_wet_meadow,6/15/22,2,90,30,0,25,0,0,,0,70,pasture,,,,,,,,,,,,,1,,,,,
jimmys_wet_meadow,6/15/22,3,60,70,0,5,5,0,,0,87,pasture,,1,,1,,,,,,,,,,,,,,
jimmys_wet_meadow,6/15/22,4,60,80,25,0,0,0,,0,84,pasture,,2,,,,2,,,,,,,,,,,,
jimmys_wet_meadow,6/15/22,5,70,80,0,0,0,0,,0,86,pasture,,2,,,,,,,,,,,1,,,,,
jimmys_wet_meadow,6/15/22,6,90,30,15,0,0,0,,0,117,semi_wet,,,,,,2,,,,,,,,,,,,
jimmys_wet_meadow,6/15/22,7,80,20,5,45,45,0,,0,84,semi_wet,,1,,2,2,,,,,,1,,,,,,,
jimmys_wet_meadow,6/15/22,8,0,100,10,0,0,0,,0,101,semi_wet,,,,,,1,,,,,,,,,,,,
jimmys_wet_meadow,6/15/22,9,50,20,15,10,0,15,,0,103,semi_wet,,,,,,1,,,,,,,,,,,,
jimmys_wet_meadow,6/15/22,10,60,30,20,0,0,15,,0,91,semi_wet,,1,,,,1,,,,,,,,,,,,
jimmys_wet_meadow,6/15/22,11,60,75,15,0,0,0,,0,73,semi_wet,,2,,,,1,,,,,,,,,,,,
jimmys_wet_meadow,6/15/22,12,90,20,10,0,0,0,,0,96,semi_wet,,,,,,1,,,,,,,,,,,,
jimmys_wet_meadow,6/15/22,13,70,30,15,0,0,0,,0,88,semi_wet,,1,,,,1,,,,,,,,,,,,
jimmys_wet_meadow,6/15/22,14,60,40,5,0,0,0,,0,79,semi_wet,,1,,,,1,,,,,,,,,,,,
jimmys_wet_meadow,6/15/22,15,90,15,1,0,0,0,,0,133,pasture,,1,,,,,,,,,,,1,,,,,
lamsons,6/15/22,1,80,40,0,0,0,0,,0,99,pasture,,,,,,,,,,,,,,,,,,
lamsons,6/15/22,2,10,100,0,0,0,0,,0,109,semi_wet,,,,,,,,,,,,,,,,1,,
lamsons,6/15/22,3,80,60,0,0,0,0,,0,143,semi_wet,,,,,,,,,,,,,,,,,,
lamsons,6/15/22,4,90,20,0,0,0,0,,0,167,semi_wet,,,,,,,,,,,,,,,,,,
lamsons,6/15/22,5,90,30,0,0,0,0,,0,148,semi_wet,,,,,,,,,,1,,,,,,,,
lamsons,6/15/22,6,90,15,5,0,0,0,,0,98,semi_wet,,,,,,1,,,,,,,,,,,,
lamsons,6/15/22,7,70,60,0,0,0,0,,0,123,semi_wet,,,,,,,,,,,,,,,,,,
lamsons,6/15/22,8,75,60,0,20,0,0,,0,117,semi_wet,,,,,,,,,,,,,,,,,,
lamsons,6/15/22,9,75,80,0,0,0,0,,0,114,semi_wet,,1,,,,,,,,,,,,,,,,
lamsons,6/15/22,10,90,60,0,0,0,0,,0,118,pasture,,,,,,,,,,,,,,,,,,
lamsons,6/15/22,11,90,75,0,0,0,0,,0,150,pasture,,,,,,,,,,,,,,,,,,
lamsons,6/15/22,12,75,80,0,0,0,0,,0,143,pasture,,,,,,,,,,1,,,,,,,,
lamsons,6/15/22,13,70,80,0,0,0,0,,0,180,semi_wet,,,,,,,,,,,,,,,,,,
lamsons,6/15/22,14,90,20,0,0,0,0,,0,187,pasture,,,,,,,,,,,,,,,,,,
lamsons,6/15/22,15,90,20,15,0,0,0,,0,152,pasture,,,,,,2,,,,,,,1,,,,,
lamsons,6/15/22,16,70,60,0,0,0,0,,0,165,semi_wet,,,,,,,,,,,,,,,,,,
lamsons,6/15/22,17,100,10,5,0,0,0,,0,125,pasture,,,,,,1,,,,,,,,,,,,
lamsons,6/15/22,18,80,75,0,0,0,0,,0,186,pasture,,,,,,,,,,,,,,,,,,
lamsons,6/15/22,19,30,90,0,0,0,0,,0,196,semi_wet,,,,,,,,,,,,,,,,,,
lamsons,6/15/22,20,90,20,0,0,0,0,,0,181,pasture,,,,,,,,,,,,,,,,,,
long_causeway,6/16/22,1,90,5,5,0,0,0,,0,126,semi_wet,,,,,,1,,,,,,,,,,2,,
long_causeway,6/16/22,2,90,5,0,0,0,0,,0,143,semi_wet,,,,,,,,,,,,,,,,2,,
long_causeway,6/16/22,3,50,20,10,0,0,0,30,0,220,wet,,,,,,1,,,,,,,,,,2,,
long_causeway,6/16/22,4,80,0,0,0,0,10,,0,152,semi_wet,,,,,,,,,,,,,,,,2,,
long_causeway,6/16/22,5,70,5,0,0,0,0,10,0,145,wet,,,,,,,,,,,,,,,,2,,
long_causeway,6/16/22,6,90,0,0,0,0,0,,0,162,semi_wet,,,,,,,,,,,,,,,,2,,
long_causeway,6/16/22,7,60,0,0,0,0,0,,0,131,semi_wet,,,,,,,,,,,,,,,,2,,
long_causeway,6/16/22,8,70,0,0,0,0,0,,0,156,semi_wet,,,,,,,,,,,,,,,,2,,
long_causeway,6/16/22,9,60,0,0,0,0,0,,0,163,semi_wet,,,,,,,,,,,,,,,,2,,
long_causeway,6/16/22,10,80,5,0,0,0,0,,0,171,semi_wet,,1,,,,,,,,,,,,,,2,,
long_causeway,6/16/22,11,90,0,0,0,0,0,,0,141,semi_wet,,,,,,,,,,,,,,,,2,,
long_causeway,6/16/22,12,100,0,0,0,0,0,,0,127,semi_wet,,,,,,,,,,,,,,,,2,,
long_causeway,6/16/22,13,100,0,0,0,0,0,,0,203,semi_wet,,,,,,,,,,,,,,,,2,,
long_causeway,6/16/22,14,100,0,0,0,0,0,,0,181,semi_wet,,,,,,,,,,,,,,,,2,,
long_causeway,6/16/22,15,100,0,0,0,0,0,,0,155,semi_wet,,1,,,,,,,,,,,,,,2,,
long_causeway,6/16/22,16,100,5,5,0,0,0,,0,140,semi_wet,,1,,,,1,,,,,,,,,,2,,
long_causeway,6/16/22,17,100,5,5,0,0,0,,0,214,semi_wet,,1,,,,1,,,,,,,,,,2,,
long_causeway,6/16/22,18,70,0,0,0,0,0,10,0,141,wet,,,,,,,,,,,,,,,,2,,
long_causeway,6/16/22,19,90,0,0,0,0,0,25,0,127,wet,,,,,,,,,,,,,,,,2,,
long_causeway,6/16/22,20,95,5,5,0,0,0,,0,174,semi_wet,,,,,,1,,,,,,,,,,2,,
long_meadow,6/23/22,1,90,20,0,5,0,0,,20,140,semi_wet,,2,,,,,,,,,,,,,,,,
long_meadow,6/23/22,2,80,25,0,20,0,0,,0,79,semi_wet,,2,,,,,,,,,,,,,,,,
long_meadow,6/23/22,3,40,75,0,20,0,10,,0,72,semi_wet,,2,,,,,,,,,,,,,,,,
long_meadow,6/23/22,4,60,40,0,10,0,0,,0,63,semi_wet,,2,,,,,,,,,,,,,,,,
long_meadow,6/23/22,5,100,15,15,0,0,0,,0,112,semi_wet,,2,,,,1,,,,,,,,,,,,
long_meadow,6/23/22,6,100,25,15,0,0,0,,0,131,semi_wet,,2,,,,,,,,,,,,,,,,
long_meadow,6/23/22,7,70,30,5,0,0,30,,0,187,wet,,2,,,,,,,,,,,,,,,,
long_meadow,6/23/22,8,90,30,5,0,0,10,,0,192,semi_wet,,2,,,,,,,,,,,,,,,,
long_meadow,6/23/22,9,95,40,0,0,0,0,,0,201,semi_wet,,2,,,,,,,,,,,,,,,,
long_meadow,6/23/22,10,75,80,10,0,0,0,,0,125,semi_wet,,2,,,,1,,,,,,,,,,,,
long_meadow,6/23/22,11,50,30,5,10,0,0,,50,171,woody,,,,,,1,,,,,,,,,,1,,
long_meadow,6/23/22,12,60,40,10,20,0,10,,0,120,semi_wet,,1,,,,1,,,,,,,,,,,,
long_meadow,6/23/22,13,100,5,0,0,0,0,,0,141,semi_wet,,1,,,,1,,,,,,,1,,,,,
long_meadow,6/23/22,14,95,15,10,0,0,0,,0,118,semi_wet,,1,,,,,,,,,,,,,,,,
long_meadow,6/23/22,15,80,20,5,0,0,10,,0,127,semi_wet,,1,,,,,,,,,,,,,,,,
long_meadow,6/23/22,16,100,15,5,0,0,0,,0,211,semi_wet,,1,,,,1,,,,,,,,,,,,
long_meadow,6/23/22,17,100,20,10,0,0,0,,0,199,semi_wet,,,,,,,,,,,,,,,,1,,
long_meadow,6/23/22,18,90,30,25,0,0,10,,0,193,semi_wet,,1,,,,2,,,,,,,,,,,,
long_meadow,6/23/22,19,80,25,5,0,0,0,,0,203,semi_wet,,1,,,,1,,,,,,,,,,,,
long_meadow,6/23/22,20,100,20,15,0,0,0,,0,110,semi_wet,,1,,,,1,,,,,,,,,,,,
plains_woods,2022,1,90,40,0,0,0,0,,0,70,pasture,,,,,,,,,,,,,,,,,,
plains_woods,2022,2,100,15,0,0,0,0,,10,135,pasture,,,,,,,,,,,,,,,,,,
plains_woods,2022,3,100,10,5,0,0,0,,0,152,pasture,,,,,,1,,,,,,,,,,,,
plains_woods,2022,4,100,0,0,0,0,0,,0,141,pasture,,,,,,,,,,,,,,,,,,
plains_woods,2022,5,80,60,20,0,0,0,,0,144,semi_wet,,2,,,,2,,,,,,,,,,,,
plains_woods,2022,6,100,30,0,0,0,0,,0,211,pasture,,,,,,,,,,,,,,,,,,
plains_woods,2022,7,100,20,5,0,0,0,,0,183,pasture,,1,,,,1,,,,,,,,,,,,
plains_woods,2022,8,90,30,0,0,0,0,,0,155,semi_wet,,1,,,,,,,,,,,,,,,,
plains_woods,2022,9,90,25,10,0,0,15,,0,160,semi_wet,,,,,,1,,,,,,,,,,,,
plains_woods,2022,10,90,30,0,0,0,0,,0,188,semi_wet,,,,,,,,,,,,,,,,,,
plains_woods,2022,11,80,60,10,25,25,0,,75,159,semi_wet,,,,2,,,,,,,1,,,,,,,
plains_woods,2022,12,30,80,0,0,0,0,,0,161,semi_wet,,,,,,,,,,,,,,,,,,
plains_woods,2022,13,40,80,20,0,0,0,,0,202,semi_wet,,,,,,,,,,,,,,,,,,
plains_woods,2022,14,50,75,60,0,0,10,,0,187,pasture,,,,,,,,2,,,,,,,,,,
plains_woods,2022,15,30,80,15,0,0,0,,0,119,semi_wet,,1,,,,1,,1,,,,,,,,,,
plains_woods,2022,16,60,70,15,0,0,0,,0,136,pasture,,1,,,,,,1,,,,,,,,,,
plains_woods,2022,17,75,50,30,10,0,0,,0,101,pasture,,,,,,,,,,,,,,,,,,
plains_woods,2022,18,25,90,20,0,0,0,,50,129,woody,,1,,,,,,,,,2,,,,,,,
plains_woods,2022,19,10,100,10,10,10,0,,80,122,woody,,1,,1,,,,1,,,1,,,,,,,
plains_woods,2022,20,20,90,0,20,0,0,,20,125,woody,,,,,,,,,,,,,,,,,,
playground_pond,6/24/22,1,0,100,0,10,0,0,,30,172,,,,,,,,,,,,,,,,,,,
playground_pond,6/24/22,2,15,90,1,10,0,0,,15,98,,,,,,,1,,,,,,,,,,,,
playground_pond,6/24/22,3,5,95,5,0,0,0,,0,93,,,1,,,,,,1,,,,,,,,,,
playground_pond,6/24/22,4,50,60,0,0,0,0,,0,162,,,1,,,,,,,,,,,1,,,2,,
playground_pond,6/24/22,5,80,20,0,0,0,0,,0,174,,,,,,,,,,,,,,,,,2,,
playground_pond,6/24/22,6,50,60,0,0,0,0,,0,178,,,,,,,,,,,,,,1,,,1,,
playground_pond,6/24/22,7,5,100,10,10,0,0,,0,164,,,,,,,,,,,1,1,,,,,1,,
playground_pond,6/24/22,8,0,100,30,0,0,0,,0,103,,,,,,,,,2,,,2,,,,,,,
playground_pond,6/24/22,9,10,75,0,10,10,0,,60,94,,,,,1,,,,,,,,,,,,,,
playground_pond,6/24/22,10,0,100,40,0,0,0,,90,120,,,,,,,,,,,,2,,,,,,,
playground_pond,6/24/22,11,20,90,5,10,10,0,,0,113,,,,,1,,,,,,,1,,,,,,,
playground_pond,6/24/22,12,0,100,0,0,0,0,,0,118,,,1,,,,,,,,,,,,,,,,
playground_pond,6/24/22,13,20,75,10,0,0,0,,0,97,,,1,,,,,,,,,1,,,,,,,
playground_pond,6/24/22,14,10,80,0,10,0,0,,0,131,,,1,,,,,,,,,1,,,,,,,
playground_pond,6/24/22,15,25,80,10,0,0,0,,0,164,,,,,,,1,,,,,,,,,,1,,
pow_e,6/20/22,1,90,20,0,0,0,0,,50,78,pasture,,,,,,,,,,,,,,,,,,
pow_e,6/20/22,2,90,10,0,10,0,0,,0,86,pasture,,,,,,,,,,,,,,,,,,
pow_e,6/20/22,3,90,30,0,15,0,0,,0,121,pasture,,,,,,,,,,,,,,,,,,
pow_e,6/20/22,4,90,40,0,0,0,0,,0,119,pasture,,,,,,,,,,,,,,,,,,
pow_e,6/20/22,5,90,50,0,0,0,0,,0,86,pasture,,,,,,,,,,,,,,,,,,
pow_e,6/20/22,6,80,75,0,0,0,5,,0,102,pasture,,,,,,,,,,,,,,,,,,
pow_e,6/20/22,7,80,60,0,0,0,0,,0,125,pasture,,1,,,,,,,,,,,,,,,,
pow_e,6/20/22,8,80,75,0,0,0,0,,0,98,pasture,,,,,,,,,,,,,,,,,,
pow_e,6/20/22,9,50,80,0,0,0,0,,0,77,pasture,,,,,,,,,,,,,,,,,,
pow_e,6/20/22,10,80,40,0,0,0,0,,0,95,pasture,,1,,,,,,,,,,,,,,,,
pow_e,6/20/22,11,90,50,0,0,0,0,,0,89,pasture,,,,,,,,,,,,,,,,,,
pow_e,6/20/22,12,70,20,0,0,0,10,,0,161,pasture,,,,,,,,,,,,,,,,1,,
pow_e,6/20/22,13,15,90,0,0,0,0,,0,105,pasture,,,,,,,,,,,,,,,,,,
pow_e,6/20/22,14,60,50,0,0,0,0,,0,75,pasture,,1,,,,,,,,,,,,,,,,
pow_e,6/20/22,15,60,75,0,0,0,0,,0,82,pasture,,1,,,,,,,,,,,,,,,,
pow_e,6/20/22,16,30,15,0,60,0,0,,0,102,pasture,,1,,,,,,,,,,,,,,,,
pow_e,6/20/22,17,30,10,0,80,0,0,,0,96,pasture,,1,,,,,,,,,,,,,,,,
pow_e,6/20/22,18,80,35,0,20,0,0,,0,70,pasture,,2,,,,,,,,,,,,,,,,
pow_e,6/20/22,19,80,40,0,15,0,0,,0,64,pasture,,2,,,,,,,,,,,,,,,,
pow_e,6/20/22,20,50,60,10,40,0,0,,0,130,pasture,,2,,,,1,,,,,,,,,,,,
pow_w,6/20/22,1,100,0,0,10,0,0,,50,93,pasture,,,,,,,,,,,,,,,,,,
pow_w,6/20/22,2,90,15,0,5,0,0,,100,71,pasture,,,,,,,,,,,,,,,,,,
pow_w,6/20/22,3,90,10,0,20,0,0,,0,140,pasture,,,,,,,,,,,,,,,,,,
pow_w,6/20/22,4,90,10,0,5,0,0,,0,127,pasture,,,,,,,,,,,,,1,,,,,
pow_w,6/20/22,5,90,20,0,5,0,0,,0,108,pasture,,,,,,,,,,,,,,,,,,
pow_w,6/20/22,6,90,20,0,0,0,0,,0,99,pasture,,,,,,,,,,,,,,,,,,
pow_w,6/20/22,7,90,10,0,5,0,0,,0,138,pasture,,,,,,,,,,,,,,,,,,
pow_w,6/20/22,8,75,30,0,1,0,0,,0,78,pasture,,,,,,,,,,,,,1,,,,,
pow_w,6/20/22,9,90,40,0,0,0,0,,0,116,pasture,,,,,,,,,,,,,1,,,,,
pow_w,6/20/22,10,75,80,0,0,0,0,,0,92,pasture,,,,,,,,,,,,,2,,,,,
pow_w,6/20/22,11,20,80,0,1,0,0,,0,113,pasture,,,,,,,,,,,,,2,,,,,
pow_w,6/20/22,12,90,10,0,5,0,0,,0,117,pasture,,,,,,,,,,,,,2,,,,,
pow_w,6/20/22,13,85,75,0,0,0,0,,0,126,pasture,,,,,,,,,,,,,1,,,,,
pow_w,6/20/22,14,90,20,0,0,0,0,,0,140,pasture,,,,,,,,,,,,,1,,,,,
pow_w,6/20/22,15,80,75,0,1,0,0,,0,123,pasture,,,,,,,,,,,,,1,,,,,
pow_w,6/20/22,16,90,30,0,25,0,0,,10,126,pasture,,,,,,,,,,,,,1,,,,,
pow_w,6/20/22,17,100,10,0,0,0,0,,0,119,pasture,,,,,,,,,,,,,,,,,,
pow_w,6/20/22,18,100,0,0,15,0,0,,0,125,pasture,,,,,,,,,,,,,,,,,,
pow_w,6/20/22,19,80,20,0,10,0,0,,0,89,pasture,,,,,,,,,,,,,,,,,,
pow_w,6/20/22,20,75,20,0,30,30,0,,0,96,pasture,,,,2,,,,,,,,,,,,,,
pond,6/16/22,1,100,10,0,0,0,0,,0,108,pasture,,1,,,,,,,,,,,,,,,,
pond,6/16/22,2,100,0,0,0,0,0,,0,172,pasture,,2,,,,,,,,,,,,,,,,
pond,6/16/22,3,100,5,0,0,0,0,,0,160,pasture,,2,,,,,,,,,,,,,,,,
pond,6/16/22,4,100,10,0,0,0,0,,0,157,pasture,,,,,,,,,,,,,,,,,,
pond,6/16/22,5,100,0,0,0,0,0,,0,145,pasture,,1,,,,,,,,,,,,,,,,
pond,6/16/22,6,100,5,0,0,0,0,,0,244,pasture,,2,,,,,,,,,,,,,,,,
pond,6/16/22,7,90,0,0,0,0,5,,0,146,pasture,,2,,,,,,,,,,,,,,,,
pond,6/16/22,8,70,15,5,0,0,20,,0,103,semi_wet,,2,,,,1,,,,,,,,,,,,
pond,6/16/22,9,80,30,0,0,0,10,,0,112,semi_wet,,2,,,,,,,,,,,,,,,,
pond,6/16/22,10,90,0,0,0,0,10,,0,125,semi_wet,,2,,,,,,,,,,,,,,,,
pond,6/16/22,11,100,15,10,0,0,0,,0,106,semi_wet,,2,,,,1,,,,,,,,,,,,
pond,6/16/22,12,75,10,0,0,0,10,,0,101,semi_wet,,1,,,,,,,,,,,,,,,,
pond,6/16/22,13,90,5,0,0,0,0,,0,136,pasture,,,,,,,,,,,,,,,,,,
pond,6/16/22,14,90,50,5,0,0,0,,0,98,pasture,,,,,,1,,,,,,,,,,,,
pond,6/16/22,15,80,5,0,0,0,10,,0,128,semi_wet,,1,,,,,,,,,,,,,,,,
pond,6/16/22,16,90,10,0,0,0,5,,0,129,semi_wet,,1,,,,,,,,,,,1,,1,,,
pond,6/16/22,17,90,75,0,0,0,0,,0,67,semi_wet,,1,,,,,,,,,,,,,,,,
pond,6/16/22,18,90,60,5,0,0,0,,0,127,semi_wet,,1,,,,1,,,,,,,,,1,,,
pond,6/16/22,19,90,20,20,15,15,0,,0,125,semi_wet,,1,,1,,1,,,,,,,,,,,,
pond,6/16/22,20,100,10,0,0,0,0,,0,121,pasture,,1,,,,,,,,,,,,,1,,,
sunset,6/20/22,1,100,10,0,0,0,0,,0,130,pasture,partailly grazed,,,,,,,,,,,,,,,,,
sunset,6/20/22,2,100,5,0,0,0,0,,0,100,pasture,partailly grazed,,,,,,,,,,,,,,,,,
sunset,6/20/22,3,50,50,0,0,0,5,,0,40,hilltop,partailly grazed,,,,,,,,,,,,,,,,,
sunset,6/20/22,4,95,40,0,0,0,0,,0,90,hilltop,partailly grazed,1,,,,,,,,,,,,,,,,
sunset,6/20/22,5,80,60,0,0,0,0,,0,110,hilltop,partailly grazed,,,,,,,,,,,,,,,,,
sunset,6/20/22,6,60,70,0,0,0,0,,0,50,hilltop,partailly grazed,,,,,,,,,,,,2,,,,,
sunset,6/20/22,7,90,40,0,0,0,0,,0,45,hilltop,partailly grazed,,,,,,,,,,,,1,,,,,
sunset,6/20/22,8,100,25,0,0,0,0,,0,60,pasture,partailly grazed,,,,,,,,,,,,1,,,,,
sunset,6/20/22,9,100,20,0,0,0,0,,0,90,pasture,partailly grazed,,,,,,,,,,,,,,,,,
sunset,6/20/22,10,100,0,0,0,0,0,,0,105,pasture,partailly grazed,,,,,,,,,,,,,,,,,
sunset,6/20/22,11,100,0,0,0,0,0,,0,100,pasture,partailly grazed,,,,,,,,,,,,,,,,,
sunset,6/20/22,12,95,20,0,0,0,0,,0,30,pasture,partailly grazed,,,,,,,,,,,,,,,,,
sunset,6/20/22,13,55,85,0,0,0,0,,0,110,pasture,partailly grazed,,,,,,,,,,,,2,,,,,
sunset,6/20/22,14,100,20,0,0,0,0,,0,135,pasture,partailly grazed,,,,,,,,,,,,1,,,,,
sunset,6/20/22,15,100,5,0,0,0,0,,0,120,pasture,partailly grazed,,,,,,,,,,,,1,,,,,
sunset,6/20/22,16,100,2,0,0,0,0,,0,100,pasture,partailly grazed,,,,,,,,,,,,,,,,,
sunset,6/20/22,17,100,0,0,0,0,0,,0,145,pasture,partailly grazed,,,,,,,,,,,,,,,,,
sunset,6/20/22,18,100,0,0,0,0,0,,0,150,pasture,partailly grazed,,,,,,,,,,,,,,,,,
sunset,6/20/22,19,100,10,0,0,0,0,,0,120,pasture,partailly grazed,,,,,,,,,,,,,,,,,
sunset,6/20/22,20,100,0,0,0,0,0,,0,110,pasture,partailly grazed,,,,,,,,,,,,,,,,,
sunset_lower,6/13/22,1,90,75,0,0,0,0,,0,80,pasture,,1,,,,,,,,,,,,,,,,
sunset_lower,6/13/22,2,100,15,0,0,0,0,,0,93,pasture,,1,,,,,,,,,,,1,,,,,
sunset_lower,6/13/22,3,90,5,0,0,0,0,,0,69,pasture,,1,,,,,,,,,,,,,,,,
sunset_lower,6/13/22,4,90,45,0,0,0,0,,0,76,pasture,,1,,,,,,,,,,,1,,,,,
sunset_lower,6/13/22,5,90,0,0,0,0,15,,0,95,pasture,,1,,,,,,,,,,,,,,,,
sunset_lower,6/13/22,6,90,15,0,0,0,0,,0,110,pasture,,1,,,,,,,,,,,1,,,,,
